,DATE,HourlySkyConditions
5310,2021-06-09T02:53:00,CLR:00
444,2021-01-10T14:51:00,BKN:07 7 OVC:08 15
20118,2022-08-10T23:53:00,CLR:00
23264,2022-11-10T02:53:00,CLR:00
4829,2021-05-23T04:53:00,OVC:08 7
505,2021-01-11T17:53:00,CLR:00
12878,2022-01-04T23:59:00,
24784,2022-12-19T22:01:00,SCT:04 10 BKN:07 120
5506,2021-06-16T04:53:00,CLR:00
22891,2022-11-02T01:51:00,FEW:02 2
3523,2021-04-10T11:53:00,CLR:00
10644,2021-11-14T22:01:00,CLR:00
8571,2021-09-23T16:53:00,CLR:00
5210,2021-06-05T03:53:00,CLR:00
20086,2022-08-09T17:53:00,CLR:00
20894,2022-09-03T09:53:00,CLR:00
19668,2022-07-27T17:53:00,CLR:00
3560,2021-04-11T22:53:00,CLR:00
511,2021-01-11T23:53:00,CLR:00
14269,2022-02-06T07:53:00,CLR:00
15664,2022-03-22T23:59:00,
13112,2022-01-09T01:24:00,VV:09 1
13069,2022-01-08T04:20:00,VV:09 1
9559,2021-10-23T22:53:00,BKN:07 6 OVC:08 11
6509,2021-07-19T17:53:00,CLR:00
16333,2022-04-11T01:53:00,SCT:04 95
17477,2022-05-14T15:53:00,CLR:00
12518,2021-12-26T11:39:00,BKN:07 17 BKN:07 29 OVC:08 35
22916,2022-11-02T05:34:00,FEW:02 2
2225,2021-02-27T23:59:00,
23986,2022-12-02T08:53:00,CLR:00
6229,2021-07-10T08:53:00,CLR:00
10675,2021-11-15T11:50:00,OVC:08 4
8332,2021-09-16T18:53:00,CLR:00
499,2021-01-11T11:53:00,FEW:02 20 SCT:04 200
11724,2021-12-09T23:53:00,CLR:00
5013,2021-05-29T06:51:00,OVC:08 6
16260,2022-04-08T03:53:00,CLR:00
18913,2022-07-04T09:04:00,BKN:07 16 BKN:07 37 OVC:08 80
10826,2021-11-18T21:53:00,OVC:08 15
23359,2022-11-11T17:53:00,CLR:00
14834,2022-02-24T04:53:00,CLR:00
21658,2022-09-28T22:53:00,CLR:00
7501,2021-08-21T03:53:00,OVC:08 11
22383,2022-10-17T06:18:00,VV:09 2
23259,2022-11-09T22:53:00,CLR:00
21547,2022-09-26T01:34:00,OVC:08 2
10046,2021-11-02T02:31:00,OVC:08 1
24154,2022-12-06T03:53:00,OVC:08 47
16661,2022-04-19T04:53:00,OVC:08 2
5336,2021-06-10T03:53:00,CLR:00
21529,2022-09-25T15:53:00,CLR:00
5726,2021-06-24T00:53:00,OVC:08 9
12178,2021-12-19T12:24:00,BKN:07 16 OVC:08 30
13515,2022-01-18T02:51:00,OVC:08 1
7448,2021-08-19T12:53:00,CLR:00
9450,2021-10-21T19:42:00,OVC:08 5
11103,2021-11-26T03:53:00,CLR:00
15329,2022-03-13T08:53:00,VV:09 2
10103,2021-11-03T04:51:00,VV:09 1
2920,2021-03-20T15:53:00,SCT:04 75
1895,2021-02-15T20:53:00,CLR:00
12938,2022-01-06T00:25:00,VV:09 4
3134,2021-03-28T22:29:00,BKN:07 2
18544,2022-06-22T23:59:00,
8380,2021-09-18T06:51:00,OVC:08 6
14944,2022-02-28T14:53:00,CLR:00
16538,2022-04-16T07:58:00,FEW:02 9 BKN:07 15 OVC:08 60
18233,2022-06-10T21:53:00,CLR:00
13965,2022-01-28T04:53:00,CLR:00
11566,2021-12-06T11:53:00,OVC:08 2
24617,2022-12-16T02:04:00,SCT:04 1
1447,2021-02-04T20:53:00,CLR:00
12252,2021-12-21T15:06:00,BKN:07 12 OVC:08 46
20467,2022-08-22T07:51:00,VV:09 2
15808,2022-03-26T03:00:00,FEW:02 4
11737,2021-12-10T11:53:00,CLR:00
1136,2021-01-27T22:53:00,BKN:07 4 OVC:08 9
19321,2022-07-18T03:53:00,CLR:00
17260,2022-05-08T01:53:00,CLR:00
16935,2022-04-26T12:53:00,CLR:00
20472,2022-08-22T10:53:00,CLR:00
23537,2022-11-18T06:53:00,CLR:00
23412,2022-11-13T12:53:00,CLR:00
18473,2022-06-20T03:53:00,CLR:00
13979,2022-01-28T18:53:00,CLR:00
19056,2022-07-08T11:53:00,CLR:00
18520,2022-06-22T00:53:00,CLR:00
1922,2021-02-16T22:53:00,CLR:00
20184,2022-08-12T15:53:00,CLR:00
7183,2021-08-10T05:53:00,OVC:08 3
6713,2021-07-26T08:51:00,SCT:04 13
25053,2022-12-25T16:53:00,BKN:07 120
15170,2022-03-07T19:53:00,CLR:00
14151,2022-02-02T06:53:00,CLR:00
20920,2022-09-04T10:53:00,CLR:00
13697,2022-01-21T13:53:00,CLR:00
20041,2022-08-08T08:01:00,SCT:04 6
20668,2022-08-28T03:14:00,OVC:08 5
13381,2022-01-15T02:21:00,VV:09 2
16951,2022-04-27T03:53:00,CLR:00
18878,2022-07-03T04:53:00,OVC:08 20
4673,2021-05-17T07:53:00,OVC:08 8
5587,2021-06-19T10:53:00,CLR:00
24579,2022-12-15T05:53:00,CLR:00
14390,2022-02-09T05:17:00,FEW:02 2
18048,2022-06-04T22:50:00,BKN:07 6 OVC:08 12
22765,2022-10-30T06:11:00,OVC:08 1
6985,2021-08-03T22:20:00,SCT:04 3
20034,2022-08-08T05:23:00,VV:09 3
2215,2021-02-27T14:53:00,CLR:00
19075,2022-07-09T01:53:00,OVC:08 5
15285,2022-03-12T08:53:00,CLR:00
8129,2021-09-10T01:30:00,FEW:02 10 OVC:08 110
16124,2022-04-02T19:53:00,CLR:00
10565,2021-11-13T02:30:00,OVC:08 1
19065,2022-07-08T20:53:00,CLR:00
21182,2022-09-14T05:53:00,SCT:04 150
17284,2022-05-08T23:53:00,CLR:00
17128,2022-05-04T04:53:00,CLR:00
15743,2022-03-24T16:53:00,SCT:04 250
20536,2022-08-24T20:53:00,SCT:04 3
1865,2021-02-15T02:53:00,OVC:08 2
9334,2021-10-19T23:58:00,BKN:07 8 OVC:08 15
3695,2021-04-15T10:53:00,FEW:02 35
14726,2022-02-20T06:53:00,VV:09 2
18622,2022-06-25T10:53:00,CLR:00
5152,2021-06-03T01:53:00,OVC:08 3
19675,2022-07-27T23:30:00,BKN:07 6
21334,2022-09-18T23:53:00,BKN:07 25 OVC:08 47
12509,2021-12-26T02:53:00,BKN:07 40 BKN:07 47 BKN:07 60
16092,2022-04-01T18:53:00,CLR:00
18582,2022-06-24T12:53:00,CLR:00
13694,2022-01-21T10:53:00,CLR:00
3704,2021-04-15T19:53:00,CLR:00
20807,2022-09-01T02:51:00,SCT:04 2
23179,2022-11-08T12:13:00,SCT:04 9 BKN:07 40 OVC:08 47
9512,2021-10-23T04:41:00,OVC:08 2
20354,2022-08-19T00:25:00,VV:09 2
18485,2022-06-20T15:53:00,CLR:00
4639,2021-05-16T06:53:00,OVC:08 8
13796,2022-01-24T15:53:00,FEW:02 150
1832,2021-02-14T15:51:00,SCT:04 5 BKN:07 11 OVC:08 20
8359,2021-09-17T16:53:00,CLR:00
16066,2022-04-01T01:53:00,CLR:00
20864,2022-09-02T06:51:00,VV:09 2
7962,2021-09-04T11:53:00,CLR:00
18016,2022-06-03T21:53:00,SCT:04 120
24594,2022-12-15T14:53:00,SCT:04 200
22774,2022-10-30T08:53:00,CLR:00
22948,2022-11-03T02:53:00,CLR:00
7311,2021-08-14T13:53:00,SCT:04 250
24208,2022-12-07T04:53:00,VV:09 1
14634,2022-02-16T21:53:00,CLR:00
678,2021-01-16T01:53:00,CLR:00
13637,2022-01-20T14:53:00,CLR:00
14709,2022-02-19T21:53:00,CLR:00
14244,2022-02-05T19:53:00,CLR:00
988,2021-01-24T03:01:00,SCT:04 2
2288,2021-03-02T11:53:00,SCT:04 250
24756,2022-12-19T00:53:00,VV:09 1
4231,2021-05-02T03:53:00,CLR:00
9069,2021-10-11T04:53:00,CLR:00
22199,2022-10-13T05:53:00,OVC:08 3
3273,2021-04-02T13:53:00,SCT:04 250
6973,2021-08-03T10:53:00,CLR:00
16058,2022-03-31T19:53:00,CLR:00
13189,2022-01-10T21:53:00,CLR:00
15713,2022-03-24T02:44:00,CLR:00
3103,2021-03-27T17:53:00,CLR:00
6877,2021-07-31T07:53:00,BKN:07 8
22582,2022-10-23T18:53:00,CLR:00
19133,2022-07-11T04:53:00,CLR:00
9643,2021-10-25T05:53:00,BKN:07 80
19032,2022-07-07T13:53:00,FEW:02 50
2731,2021-03-14T19:53:00,SCT:04 15 BKN:07 19 OVC:08 80
21373,2022-09-20T05:53:00,SCT:04 250
10430,2021-11-10T22:15:00,FEW:02 6
19525,2022-07-23T10:53:00,CLR:00
21799,2022-10-03T05:15:00,FEW:02 5
24715,2022-12-18T04:11:00,VV:09 2
509,2021-01-11T21:53:00,CLR:00
7425,2021-08-18T20:53:00,OVC:08 45
23059,2022-11-06T02:53:00,OVC:08 90
7367,2021-08-16T13:53:00,CLR:00
4034,2021-04-25T23:59:00,
10062,2021-11-02T06:55:00,FEW:02 5 BKN:07 15
21065,2022-09-10T03:53:00,OVC:08 6
23479,2022-11-15T23:53:00,CLR:00
19542,2022-07-24T00:33:00,OVC:08 4
6113,2021-07-06T11:53:00,CLR:00
1424,2021-02-03T22:53:00,CLR:00
4043,2021-04-26T04:32:00,FEW:02 2
696,2021-01-16T09:53:00,SCT:04 250
20064,2022-08-09T03:53:00,CLR:00
13996,2022-01-29T08:53:00,CLR:00
2867,2021-03-19T04:46:00,OVC:08 4
18257,2022-06-11T20:53:00,CLR:00
10404,2021-11-10T05:35:00,OVC:08 4
23773,2022-11-25T23:53:00,CLR:00
13833,2022-01-25T03:39:00,VV:09 1
10809,2021-11-18T05:53:00,CLR:00
25187,2022-12-28T02:47:00,VV:09 5
18014,2022-06-03T19:53:00,CLR:00
5704,2021-06-23T06:53:00,OVC:08 15
2297,2021-03-02T20:53:00,CLR:00
14472,2022-02-11T23:59:00,
24460,2022-12-12T03:53:00,CLR:00
5476,2021-06-14T23:59:00,
20050,2022-08-08T16:53:00,CLR:00
3170,2021-03-29T23:59:00,
4282,2021-05-04T03:53:00,CLR:00
21292,2022-09-18T01:21:00,FEW:02 9 SCT:04 19 OVC:08 70
18637,2022-06-25T22:53:00,OVC:08 5
18299,2022-06-13T05:53:00,CLR:00
1465,2021-02-05T04:53:00,VV:09 1
1313,2021-02-01T18:00:00,OVC:08 8
20095,2022-08-10T01:53:00,CLR:00
15575,2022-03-19T12:53:00,SCT:04 25 OVC:08 40
13967,2022-01-28T06:53:00,CLR:00
12146,2021-12-18T23:53:00,OVC:08 10
4881,2021-05-24T16:53:00,CLR:00
14909,2022-02-27T04:53:00,CLR:00
2523,2021-03-09T07:13:00,BKN:07 2 OVC:08 45
17047,2022-04-30T23:59:00,
3854,2021-04-20T10:53:00,CLR:00
6714,2021-07-26T08:53:00,SCT:04 13
14019,2022-01-30T01:58:00,CLR:00
17672,2022-05-22T08:53:00,CLR:00
21464,2022-09-23T15:53:00,CLR:00
206,2021-01-05T00:30:00,SCT:04 1 OVC:08 6
5371,2021-06-11T13:53:00,FEW:02 250
16028,2022-03-30T14:53:00,FEW:02 20 SCT:04 200
7944,2021-09-04T00:07:00,VV:09 2
24461,2022-12-12T04:53:00,CLR:00
17123,2022-05-03T23:59:00,
24863,2022-12-21T20:53:00,OVC:08 16
14131,2022-02-01T11:53:00,CLR:00
18442,2022-06-18T22:53:00,CLR:00
6294,2021-07-12T07:53:00,OVC:08 5
9307,2021-10-19T05:53:00,VV:09 2
1491,2021-02-05T20:53:00,CLR:00
2673,2021-03-13T02:53:00,SCT:04 5
6678,2021-07-25T10:53:00,CLR:00
25302,2022-12-30T07:39:00,OVC:08 3
20193,2022-08-12T23:59:00,
14713,2022-02-20T00:20:00,FEW:02 3
20031,2022-08-08T04:53:00,OVC:08 2
15032,2022-03-03T03:50:00,OVC:08 2
11108,2021-11-26T08:53:00,CLR:00
23470,2022-11-15T14:53:00,CLR:00
11953,2021-12-15T13:51:00,OVC:08 8
4992,2021-05-28T17:53:00,CLR:00
3844,2021-04-20T00:53:00,CLR:00
16033,2022-03-30T19:53:00,CLR:00
5061,2021-05-31T02:53:00,CLR:00
17948,2022-06-01T04:53:00,CLR:00
3865,2021-04-20T19:53:00,CLR:00
10150,2021-11-04T01:53:00,FEW:02 5 OVC:08 14
1830,2021-02-14T15:04:00,BKN:07 29 OVC:08 34
23005,2022-11-05T01:53:00,SCT:04 4 OVC:08 33
23904,2022-11-30T18:53:00,OVC:08 35
23532,2022-11-18T01:53:00,CLR:00
16918,2022-04-25T20:53:00,CLR:00
21767,2022-10-02T03:53:00,
25324,2022-12-30T16:53:00,BKN:07 9 OVC:08 14
4839,2021-05-23T11:53:00,FEW:02 60
1891,2021-02-15T16:53:00,SCT:04 40
17475,2022-05-14T13:53:00,CLR:00
3660,2021-04-14T07:53:00,CLR:00
18362,2022-06-15T18:53:00,CLR:00
23499,2022-11-16T18:53:00,CLR:00
4964,2021-05-27T23:53:00,CLR:00
6372,2021-07-14T17:53:00,CLR:00
2657,2021-03-12T12:53:00,CLR:00
19510,2022-07-23T03:27:00,VV:09 2
9629,2021-10-24T22:30:00,BKN:07 11 BKN:07 26 OVC:08 38
4302,2021-05-04T23:53:00,CLR:00
22970,2022-11-03T23:59:00,
21475,2022-09-24T01:53:00,CLR:00
6434,2021-07-16T17:53:00,CLR:00
24708,2022-12-18T03:18:00,FEW:02 2
283,2021-01-06T09:53:00,FEW:02 2 BKN:07 150
13466,2022-01-17T01:53:00,SCT:04 90
8702,2021-09-27T19:53:00,BKN:07 70
17796,2022-05-26T20:53:00,OVC:08 12
10020,2021-11-01T16:09:00,SCT:04 8 BKN:07 13 OVC:08 21
14973,2022-03-01T17:53:00,CLR:00
16732,2022-04-20T17:53:00,BKN:07 7 OVC:08 13
14933,2022-02-28T03:53:00,CLR:00
12513,2021-12-26T06:53:00,SCT:04 60 BKN:07 80
5721,2021-06-23T22:53:00,CLR:00
3847,2021-04-20T03:53:00,CLR:00
4627,2021-05-15T20:36:00,BKN:07 9
6325,2021-07-13T06:53:00,OVC:08 8
565,2021-01-13T10:53:00,BKN:07 4 BKN:07 12
23626,2022-11-21T20:53:00,CLR:00
21665,2022-09-29T02:53:00,CLR:00
2051,2021-02-21T02:53:00,CLR:00
20820,2022-09-01T04:53:00,VV:09 1
15894,2022-03-27T23:50:00,SCT:04 8 BKN:07 12 OVC:08 50
17025,2022-04-30T02:53:00,CLR:00
16734,2022-04-20T18:53:00,BKN:07 7 OVC:08 11
3350,2021-04-05T03:53:00,BKN:07 120
13527,2022-01-18T06:53:00,VV:09 2
19403,2022-07-20T07:51:00,OVC:08 2
1445,2021-02-04T18:53:00,CLR:00
5655,2021-06-21T15:53:00,FEW:02 20
21356,2022-09-19T16:53:00,SCT:04 100
18624,2022-06-25T12:53:00,CLR:00
18256,2022-06-11T19:53:00,CLR:00
16199,2022-04-05T17:53:00,CLR:00
18082,2022-06-05T06:53:00,BKN:07 5 OVC:08 10
12321,2021-12-22T16:53:00,OVC:08 4
23815,2022-11-27T06:15:00,CLR:00
6632,2021-07-24T04:27:00,OVC:08 2
17205,2022-05-06T06:34:00,OVC:08 4
23155,2022-11-08T01:51:00,OVC:08 28
10053,2021-11-02T03:53:00,VV:09 1
5222,2021-06-05T15:53:00,CLR:00
13320,2022-01-13T08:53:00,VV:09 1
16949,2022-04-27T01:53:00,CLR:00
24546,2022-12-14T10:53:00,CLR:00
24230,2022-12-07T11:53:00,FEW:02 25
8792,2021-10-01T08:53:00,CLR:00
1062,2021-01-26T05:53:00,CLR:00
19361,2022-07-19T06:55:00,OVC:08 2
5609,2021-06-20T05:51:00,VV:09 2
1440,2021-02-04T13:53:00,CLR:00
18951,2022-07-05T03:53:00,BKN:07 9 BKN:07 19 OVC:08 26
10643,2021-11-14T21:53:00,CLR:00
13830,2022-01-25T03:00:00,VV:09 3
11245,2021-11-29T15:53:00,CLR:00
707,2021-01-16T20:53:00,CLR:00
20443,2022-08-21T15:53:00,SCT:04 20
5821,2021-06-27T00:53:00,OVC:08 4
7327,2021-08-15T04:53:00,CLR:00
8796,2021-10-01T12:53:00,CLR:00
22637,2022-10-25T23:53:00,CLR:00
12133,2021-12-18T19:53:00,CLR:00
7493,2021-08-20T23:53:00,OVC:08 9
18282,2022-06-12T13:53:00,OVC:08 60
12869,2022-01-04T19:53:00,BKN:07 9
11633,2021-12-07T19:53:00,OVC:08 2
18875,2022-07-03T01:53:00,OVC:08 21
10194,2021-11-05T04:27:00,VV:09 2
13909,2022-01-26T19:53:00,CLR:00
17589,2022-05-19T00:53:00,CLR:00
19857,2022-08-02T16:53:00,CLR:00
10641,2021-11-14T21:01:00,CLR:00
7114,2021-08-08T03:07:00,OVC:08 2
17939,2022-05-31T19:53:00,
13823,2022-01-25T01:34:00,VV:09 1
4631,2021-05-15T23:53:00,OVC:08 8
21718,2022-09-30T20:53:00,CLR:00
21543,2022-09-25T23:53:00,OVC:08 2
11517,2021-12-05T10:53:00,BKN:07 3
15728,2022-03-24T04:53:00,VV:09 4
12352,2021-12-23T02:51:00,OVC:08 5
11099,2021-11-25T23:59:00,
8357,2021-09-17T14:53:00,CLR:00
23907,2022-11-30T20:09:00,SCT:04 26 SCT:04 60
21815,2022-10-03T15:53:00,
18466,2022-06-19T21:53:00,CLR:00
214,2021-01-05T01:38:00,VV:09 3
22786,2022-10-30T20:53:00,CLR:00
21600,2022-09-27T06:34:00,OVC:08 4
19527,2022-07-23T12:53:00,CLR:00
23500,2022-11-16T19:53:00,CLR:00
13981,2022-01-28T20:53:00,CLR:00
19155,2022-07-11T23:59:00,
6383,2021-07-14T23:53:00,OVC:08 4
4420,2021-05-09T04:53:00,CLR:00
22630,2022-10-25T16:53:00,CLR:00
4638,2021-05-16T05:53:00,OVC:08 8
8883,2021-10-04T23:59:00,
6970,2021-08-03T08:40:00,SCT:04 7
13751,2022-01-23T17:53:00,CLR:00
19720,2022-07-29T03:53:00,OVC:08 4
19808,2022-07-31T21:53:00,CLR:00
15999,2022-03-30T01:42:00,BKN:07 7
6291,2021-07-12T06:53:00,OVC:08 3
21821,2022-10-03T21:53:00,
4971,2021-05-28T04:53:00,BKN:07 2
1346,2021-02-02T07:50:00,BKN:07 1 OVC:08 75
19699,2022-07-28T12:53:00,CLR:00
22131,2022-10-11T21:53:00,SCT:04 3
14114,2022-01-31T20:53:00,CLR:00
23786,2022-11-26T11:53:00,CLR:00
10929,2021-11-20T23:53:00,CLR:00
1366,2021-02-02T18:53:00,CLR:00
9787,2021-10-28T04:19:00,FEW:02 2
13096,2022-01-08T21:00:00,CLR:00
2214,2021-02-27T13:53:00,CLR:00
21057,2022-09-09T22:02:00,SCT:04 6
24700,2022-12-17T23:53:00,CLR:00
17730,2022-05-24T16:53:00,CLR:00
2358,2021-03-05T02:13:00,CLR:00
13842,2022-01-25T05:29:00,OVC:08 1
23448,2022-11-14T17:53:00,CLR:00
3506,2021-04-10T02:53:00,CLR:00
17997,2022-06-03T02:53:00,CLR:00
11045,2021-11-24T05:53:00,CLR:00
22405,2022-10-17T23:59:00,
9467,2021-10-22T01:16:00,BKN:07 4 OVC:08 9
22027,2022-10-09T05:53:00,OVC:08 3
9954,2021-10-31T05:18:00,BKN:07 5 BKN:07 11 OVC:08 28
12028,2021-12-16T22:16:00,CLR:00
4746,2021-05-19T23:59:00,
10174,2021-11-04T19:53:00,CLR:00
11567,2021-12-06T12:15:00,OVC:08 2
9912,2021-10-30T15:53:00,SCT:04 18 BKN:07 26 OVC:08 37
3667,2021-04-14T14:53:00,FEW:02 60
14903,2022-02-26T23:53:00,CLR:00
21899,2022-10-05T14:53:00,CLR:00
105,2021-01-03T00:01:00,FEW:02 6 SCT:04 90
19460,2022-07-21T18:53:00,CLR:00
4962,2021-05-27T21:53:00,CLR:00
2172,2021-02-25T22:53:00,CLR:00
785,2021-01-18T10:53:00,CLR:00
5669,2021-06-22T01:38:00,OVC:08 15
23026,2022-11-05T12:53:00,OVC:08 8
15246,2022-03-10T19:53:00,CLR:00
17653,2022-05-21T14:53:00,FEW:02 250
19391,2022-07-20T01:53:00,OVC:08 2
24500,2022-12-13T02:53:00,CLR:00
12454,2021-12-24T23:59:00,
20681,2022-08-28T13:53:00,CLR:00
20670,2022-08-28T04:53:00,OVC:08 6
21260,2022-09-16T21:53:00,CLR:00
12888,2022-01-05T02:15:00,SCT:04 3 OVC:08 65
14976,2022-03-01T20:53:00,CLR:00
22802,2022-10-31T02:51:00,VV:09 2
3080,2021-03-26T19:53:00,CLR:00
12980,2022-01-06T16:51:00,OVC:08 11
4195,2021-05-01T01:09:00,OVC:08 3
9828,2021-10-29T02:02:00,VV:09 1
4475,2021-05-11T09:53:00,CLR:00
25087,2022-12-26T09:00:00,OVC:08 2
16323,2022-04-10T16:53:00,CLR:00
8067,2021-09-07T18:53:00,CLR:00
3986,2021-04-24T14:53:00,BKN:07 34
10239,2021-11-06T05:53:00,BKN:07 120
21302,2022-09-18T09:04:00,SCT:04 23 BKN:07 55 OVC:08 30
9757,2021-10-27T21:31:00,VV:09 2
2299,2021-03-02T22:53:00,CLR:00
6492,2021-07-19T00:53:00,CLR:00
8419,2021-09-18T23:59:00,
14226,2022-02-05T01:53:00,CLR:00
4672,2021-05-17T06:53:00,OVC:08 8
16743,2022-04-21T00:31:00,SCT:04 14 BKN:07 20 OVC:08 31
24298,2022-12-08T19:00:00,BKN:07 14 BKN:07 18 OVC:08 48
7828,2021-08-31T05:20:00,OVC:08 8
651,2021-01-15T05:05:00,VV:09 1
19101,2022-07-09T22:53:00,CLR:00
10461,2021-11-11T05:46:00,VV:09 1
20577,2022-08-25T23:59:00,
8897,2021-10-05T08:53:00,OVC:08 9
21052,2022-09-09T17:53:00,CLR:00
16753,2022-04-21T06:53:00,SCT:04 20
16486,2022-04-15T03:53:00,OVC:08 21
15909,2022-03-28T04:53:00,FEW:02 7 OVC:08 17
13100,2022-01-08T22:22:00,VV:09 1
1034,2021-01-25T03:53:00,CLR:00
1080,2021-01-26T20:53:00,SCT:04 16 OVC:08 24
6126,2021-07-06T23:59:00,
4119,2021-04-28T21:53:00,CLR:00
12575,2021-12-27T15:51:00,FEW:02 20 BKN:07 47
250,2021-01-05T21:53:00,CLR:00
10654,2021-11-14T23:51:00,OVC:08 2
1768,2021-02-12T13:53:00,BKN:07 44
14483,2022-02-12T05:51:00,CLR:00
6774,2021-07-28T11:53:00,SCT:04 180
6910,2021-08-01T07:51:00,BKN:07 12
18543,2022-06-22T23:53:00,CLR:00
13460,2022-01-17T01:00:00,CLR:00
15937,2022-03-28T20:25:00,FEW:02 24
20644,2022-08-27T09:51:00,SCT:04 10
4335,2021-05-06T02:27:00,OVC:08 4
14635,2022-02-16T22:53:00,CLR:00
15967,2022-03-29T06:23:00,VV:09 2
1353,2021-02-02T09:30:00,BKN:07 1
14286,2022-02-06T22:16:00,BKN:07 2
16014,2022-03-30T05:53:00,VV:09 2
23529,2022-11-17T23:53:00,CLR:00
17010,2022-04-29T12:53:00,BKN:07 200
19523,2022-07-23T08:53:00,FEW:02 7
10586,2021-11-13T14:53:00,SCT:04 250
17789,2022-05-26T15:53:00,BKN:07 15
5738,2021-06-24T09:53:00,FEW:02 19
1856,2021-02-15T00:40:00,OVC:08 4
9179,2021-10-15T14:53:00,CLR:00
5662,2021-06-21T21:53:00,OVC:08 12
7407,2021-08-18T02:53:00,OVC:08 50
21578,2022-09-26T18:53:00,FEW:02 5
9453,2021-10-21T20:04:00,OVC:08 4
407,2021-01-09T23:20:00,CLR:00
12951,2022-01-06T03:14:00,BKN:07 3 OVC:08 8
22156,2022-10-12T07:53:00,OVC:08 2
24478,2022-12-12T20:37:00,CLR:00
18683,2022-06-27T04:51:00,OVC:08 2
3490,2021-04-09T11:53:00,FEW:02 250
209,2021-01-05T00:53:00,FEW:02 1 SCT:04 7
15473,2022-03-16T23:53:00,CLR:00
12205,2021-12-20T05:53:00,OVC:08 24
18967,2022-07-05T12:51:00,BKN:07 35 BKN:07 50
7845,2021-08-31T20:53:00,CLR:00
5175,2021-06-03T18:53:00,CLR:00
13739,2022-01-23T05:53:00,CLR:00
15693,2022-03-23T15:53:00,FEW:02 200
14705,2022-02-19T17:53:00,CLR:00
2513,2021-03-09T04:44:00,SCT:04 10 BKN:07 100 OVC:08 120
4808,2021-05-22T10:53:00,SCT:04 60
1990,2021-02-19T04:28:00,FEW:02 4 OVC:08 14
17875,2022-05-29T06:53:00,CLR:00
9752,2021-10-27T17:53:00,CLR:00
11109,2021-11-26T09:53:00,CLR:00
23423,2022-11-13T23:53:00,CLR:00
12381,2021-12-23T11:53:00,BKN:07 9 OVC:08 13
7565,2021-08-23T00:53:00,OVC:08 4
11753,2021-12-11T02:53:00,CLR:00
11362,2021-12-01T23:04:00,CLR:00
3363,2021-04-05T14:53:00,FEW:02 40
22993,2022-11-04T20:53:00,OVC:08 41
12542,2021-12-26T20:53:00,FEW:02 11 BKN:07 55 OVC:08 85
3228,2021-04-01T04:53:00,CLR:00
9754,2021-10-27T19:53:00,CLR:00
9430,2021-10-21T11:49:00,OVC:08 4
12590,2021-12-28T04:53:00,BKN:07 70 OVC:08 95
21338,2022-09-19T01:53:00,SCT:04 41 OVC:08 55
22371,2022-10-17T03:11:00,FEW:02 3
19334,2022-07-18T16:53:00,CLR:00
18303,2022-06-13T09:53:00,CLR:00
25132,2022-12-27T01:53:00,OVC:08 4
4820,2021-05-22T22:42:00,BKN:07 10
934,2021-01-23T04:31:00,VV:09 2
18703,2022-06-27T14:53:00,CLR:00
20197,2022-08-13T03:53:00,CLR:00
18651,2022-06-26T05:53:00,OVC:08 2
19829,2022-08-01T13:53:00,SCT:04 100 SCT:04 200
18783,2022-06-30T03:53:00,OVC:08 7
11574,2021-12-06T15:53:00,OVC:08 5
11774,2021-12-11T23:31:00,BKN:07 20 OVC:08 46
25095,2022-12-26T13:51:00,SCT:04 7
23637,2022-11-22T06:53:00,CLR:00
1813,2021-02-13T23:59:00,
8024,2021-09-06T05:53:00,VV:09 1
22409,2022-10-18T03:53:00,CLR:00
218,2021-01-05T02:16:00,VV:09 4
25086,2022-12-26T08:53:00,OVC:08 2
4580,2021-05-14T06:07:00,OVC:08 3
20580,2022-08-26T02:53:00,OVC:08 2
12082,2021-12-17T21:04:00,CLR:00
3915,2021-04-22T09:53:00,OVC:08 11
5938,2021-07-01T02:53:00,OVC:08 4
11936,2021-12-15T05:53:00,VV:09 2
17984,2022-06-02T14:53:00,CLR:00
22933,2022-11-02T12:53:00,FEW:02 50
8397,2021-09-18T14:53:00,SCT:04 7 OVC:08 15
21612,2022-09-27T13:53:00,CLR:00
18266,2022-06-12T03:53:00,OVC:08 90
17121,2022-05-03T22:53:00,CLR:00
11951,2021-12-15T12:53:00,BKN:07 22 OVC:08 27
16255,2022-04-07T23:53:00,CLR:00
13465,2022-01-17T01:46:00,CLR:00
17568,2022-05-18T04:53:00,CLR:00
5877,2021-06-28T23:59:00,
13735,2022-01-23T01:53:00,CLR:00
9376,2021-10-20T16:20:00,BKN:07 6 OVC:08 15
1432,2021-02-04T05:53:00,CLR:00
9167,2021-10-15T02:53:00,CLR:00
8764,2021-09-30T06:53:00,CLR:00
13874,2022-01-25T21:53:00,VV:09 2
1979,2021-02-19T00:05:00,BKN:07 4 OVC:08 15
8791,2021-10-01T07:53:00,CLR:00
15520,2022-03-18T02:53:00,VV:09 5
8569,2021-09-23T14:53:00,CLR:00
527,2021-01-12T12:53:00,BKN:07 44 OVC:08 80
23176,2022-11-08T11:07:00,SCT:04 10 BKN:07 24 OVC:08 40
22775,2022-10-30T09:53:00,CLR:00
22670,2022-10-27T06:53:00,CLR:00
6788,2021-07-28T23:59:00,
14481,2022-02-12T05:28:00,CLR:00
12531,2021-12-26T15:51:00,FEW:02 7 BKN:07 27 OVC:08 38
25373,2022-12-31T22:53:00,CLR:00
